id_num,base,best,gap
215,1.0,1.0,0.0
216,0.55,1.0,0.44999999999999996
217,0.9,1.0,0.09999999999999998
218,0.1,1.0,0.9
219,0.8,1.0,0.19999999999999996
220,0.0,0.1,0.1
221,1.0,1.0,0.0
222,0.05,0.95,0.8999999999999999
223,0.55,1.0,0.44999999999999996
224,0.35,0.5,0.15000000000000002
225,1.0,1.0,0.0
226,0.75,1.0,0.25
227,1.0,1.0,0.0
228,0.15,0.85,0.7
229,0.7,1.0,0.30000000000000004
230,0.75,1.0,0.25
231,0.65,0.65,0.0
232,0.2,1.0,0.8
233,0.85,1.0,0.15000000000000002
234,0.5,0.9,0.4
235,0.85,0.9,0.050000000000000044
236,0.9,1.0,0.09999999999999998
237,0.15,0.25,0.1
238,0.9,0.9,0.0
239,0.75,0.75,0.0
240,1.0,1.0,0.0
241,1.0,1.0,0.0
242,0.9,1.0,0.09999999999999998
243,0.85,1.0,0.15000000000000002
244,0.2,0.95,0.75
245,1.0,1.0,0.0
246,0.7,1.0,0.30000000000000004
247,0.5,0.7,0.19999999999999996
248,0.85,0.85,0.0
249,1.0,1.0,0.0
250,0.15,1.0,0.85
251,0.45,0.95,0.49999999999999994
252,1.0,1.0,0.0
253,0.65,1.0,0.35
254,1.0,1.0,0.0
255,0.8,1.0,0.19999999999999996
256,0.35,1.0,0.65
257,1.0,1.0,0.0
258,1.0,1.0,0.0
259,0.9,1.0,0.09999999999999998
260,1.0,1.0,0.0
261,0.05,0.75,0.7
262,0.65,0.95,0.29999999999999993
263,1.0,1.0,0.0
264,0.25,0.8,0.55
265,0.95,1.0,0.050000000000000044
266,0.75,0.95,0.19999999999999996
267,0.0,0.0,0.0
268,1.0,1.0,0.0
269,0.75,1.0,0.25
270,0.85,1.0,0.15000000000000002
271,1.0,1.0,0.0
272,0.95,1.0,0.050000000000000044
273,0.8,1.0,0.19999999999999996
274,0.15,1.0,0.85
275,0.95,1.0,0.050000000000000044
276,0.2,0.95,0.75
277,1.0,1.0,0.0
278,0.95,1.0,0.050000000000000044
279,0.9,1.0,0.09999999999999998
280,0.9,1.0,0.09999999999999998
281,1.0,1.0,0.0
282,0.0,0.1,0.1
283,0.8,1.0,0.19999999999999996
284,0.7,0.7,0.0
285,0.3,0.55,0.25000000000000006
286,0.4,0.9,0.5
287,0.95,1.0,0.050000000000000044
288,0.7,0.7,0.0
289,0.6,0.85,0.25
290,0.1,0.55,0.45000000000000007
291,0.95,1.0,0.050000000000000044
292,0.55,1.0,0.44999999999999996
293,0.95,0.95,0.0
294,1.0,1.0,0.0
295,1.0,1.0,0.0
296,0.5,0.9,0.4
297,0.3,1.0,0.7
298,0.45,0.9,0.45
299,0.15,0.85,0.7
300,0.75,1.0,0.25
301,0.9,1.0,0.09999999999999998
302,0.9,1.0,0.09999999999999998
303,0.6,0.6,0.0
304,0.7,0.95,0.25
305,0.75,1.0,0.25
306,1.0,1.0,0.0
307,1.0,1.0,0.0
308,0.85,1.0,0.15000000000000002
309,0.4,1.0,0.6
310,0.65,0.9,0.25
311,0.7,1.0,0.30000000000000004
312,0.6,1.0,0.4
313,0.95,1.0,0.050000000000000044
314,0.6,0.9,0.30000000000000004
315,0.1,0.4,0.30000000000000004
316,1.0,1.0,0.0
317,0.9,1.0,0.09999999999999998
318,0.75,0.85,0.09999999999999998
319,0.1,1.0,0.9
320,0.55,0.85,0.29999999999999993
321,0.05,0.05,0.0
322,0.75,0.75,0.0
323,0.85,1.0,0.15000000000000002
324,1.0,1.0,0.0
325,1.0,1.0,0.0
326,1.0,1.0,0.0
327,0.95,0.95,0.0
328,0.1,0.6,0.5
329,0.75,1.0,0.25
330,1.0,1.0,0.0
331,0.1,0.25,0.15
332,1.0,1.0,0.0
333,0.7,1.0,0.30000000000000004
334,0.1,0.95,0.85
335,0.0,0.05,0.05
336,1.0,1.0,0.0
337,0.8,1.0,0.19999999999999996
338,0.15,1.0,0.85
339,1.0,1.0,0.0
340,0.9,0.9,0.0
341,0.35,0.95,0.6
342,0.95,1.0,0.050000000000000044
343,1.0,1.0,0.0
344,0.65,0.95,0.29999999999999993
345,0.5,0.5,0.0
346,0.9,1.0,0.09999999999999998
347,0.8,0.9,0.09999999999999998
348,0.95,1.0,0.050000000000000044
349,0.95,0.95,0.0
350,0.95,1.0,0.050000000000000044
351,0.5,0.75,0.25
352,1.0,1.0,0.0
353,0.9,1.0,0.09999999999999998
354,0.75,1.0,0.25
355,0.8,1.0,0.19999999999999996
356,0.0,0.1,0.1
357,1.0,1.0,0.0
358,0.5,1.0,0.5
359,0.8,0.95,0.1499999999999999
360,0.05,0.95,0.8999999999999999
361,0.1,0.65,0.55
362,0.0,0.85,0.85
363,0.15,0.5,0.35
364,0.95,1.0,0.050000000000000044
365,0.5,0.9,0.4
366,0.6,1.0,0.4
367,0.75,1.0,0.25
368,1.0,1.0,0.0
369,0.95,1.0,0.050000000000000044
370,0.7,1.0,0.30000000000000004
371,0.1,1.0,0.9
372,0.95,1.0,0.050000000000000044
373,0.95,1.0,0.050000000000000044
374,0.95,1.0,0.050000000000000044
375,0.9,1.0,0.09999999999999998
376,1.0,1.0,0.0
377,0.8,1.0,0.19999999999999996
378,1.0,1.0,0.0
379,1.0,1.0,0.0
380,1.0,1.0,0.0
381,1.0,1.0,0.0
382,0.9,1.0,0.09999999999999998
383,1.0,1.0,0.0
384,1.0,1.0,0.0
385,0.2,0.2,0.0
386,0.9,1.0,0.09999999999999998
387,1.0,1.0,0.0
388,0.75,1.0,0.25
389,0.8,1.0,0.19999999999999996
390,0.7,0.95,0.25
391,0.15,1.0,0.85
392,1.0,1.0,0.0
393,1.0,1.0,0.0
394,0.05,0.95,0.8999999999999999
395,0.55,0.75,0.19999999999999996
396,0.95,1.0,0.050000000000000044
397,0.75,0.85,0.09999999999999998
398,1.0,1.0,0.0
399,0.2,0.55,0.35000000000000003
400,0.85,0.95,0.09999999999999998
401,1.0,1.0,0.0
402,0.0,0.0,0.0
403,1.0,1.0,0.0
404,0.05,0.05,0.0
405,0.3,0.65,0.35000000000000003
406,0.45,0.95,0.49999999999999994
407,0.9,0.95,0.04999999999999993
408,1.0,1.0,0.0
409,1.0,1.0,0.0
